state,account length,area code,phone number,international plan,voice mail plan,number vmail messages,total day minutes,total day calls,total day charge,total eve minutes,total eve calls,total eve charge,total night minutes,total night calls,total night charge,total intl minutes,total intl calls,total intl charge,customer service calls,churn,total minutes,total calls,total charges
CO,89,415,388-8722,no,no,0,179.7,128,30.55,299.8,92,25.48,185.3,120,8.34,7.6,3,2.05,1,False,664.8,340,64.37
KS,93,415,418-3135,no,no,0,266.0,120,45.22,130.1,84,11.06,165.8,63,7.46,13.1,6,3.54,3,False,561.9000000000001,267,63.74
AR,85,415,380-3974,no,no,0,96.7,97,16.44,193.8,95,16.47,171.7,88,7.73,9.7,3,2.62,2,False,462.2,280,40.64
WY,160,408,338-7232,no,no,0,82.7,116,14.06,194.6,95,16.54,159.0,54,7.15,10.9,9,2.94,0,False,436.3,265,37.75
PA,28,415,334-5223,no,no,0,168.2,87,28.59,161.7,92,13.74,192.4,112,8.66,10.1,3,2.73,3,False,522.3,291,50.989999999999995
TX,73,408,340-8323,no,no,0,286.4,109,48.69,178.2,67,15.15,214.2,152,9.64,10.7,14,2.89,1,True,678.8,328,73.47999999999999
NY,156,408,337-6851,no,no,0,174.3,95,29.63,186.6,128,15.86,258.2,105,11.62,12.9,5,3.48,3,False,619.0999999999999,328,57.10999999999999
OR,33,415,344-5973,yes,no,0,190.6,100,32.4,161.7,104,13.74,189.9,136,8.55,13.0,6,3.51,1,False,542.1999999999999,340,54.69
CA,77,510,335-2261,no,no,0,175.5,86,29.84,205.1,78,17.43,245.2,100,11.03,17.8,3,4.81,4,False,625.8,264,58.3
NY,119,415,343-1458,no,no,0,133.4,102,22.68,204.6,71,17.39,196.9,103,8.86,11.1,7,3.0,1,False,534.9,276,48.93
AR,91,510,415-4875,no,yes,27,204.6,96,34.78,136.0,93,11.56,210.5,82,9.47,6.6,2,1.78,3,False,551.1,271,55.81
MI,102,510,381-2726,no,no,0,242.2,88,41.17,233.2,89,19.82,188.5,121,8.48,6.2,6,1.67,3,False,663.9,298,69.47
OK,86,415,395-3852,no,yes,33,253.1,112,43.03,210.1,94,17.86,95.0,98,4.27,11.9,4,3.21,3,False,558.2,304,65.16
TX,82,415,358-7914,no,no,0,130.0,110,22.1,185.3,88,15.75,178.7,105,8.04,8.3,4,2.24,0,False,494.0,303,45.89
NC,89,408,332-6958,no,no,0,105.9,151,18.0,189.6,142,16.12,170.9,67,7.69,12.7,7,3.43,0,False,466.4,360,41.81
ID,86,415,355-1019,no,no,0,194.2,98,33.01,193.8,95,16.47,192.0,123,8.64,9.3,7,2.51,3,False,580.0,316,58.12
IL,134,408,382-9447,no,no,0,183.8,111,31.25,123.5,92,10.5,160.7,105,7.23,6.1,2,1.65,1,False,468.0,308,48.980000000000004
OR,92,415,386-8536,no,no,0,196.5,82,33.41,190.0,89,16.15,163.2,99,7.34,10.8,2,2.92,2,False,549.7,270,56.89999999999999
SD,87,510,363-3818,no,no,0,184.5,81,31.37,172.0,103,14.62,183.4,96,8.25,13.7,3,3.7,3,False,539.9,280,54.24
NE,64,408,360-6416,no,no,0,261.9,113,44.52,148.1,99,12.59,145.2,74,6.53,13.8,4,3.73,0,False,555.2,286,63.64
RI,80,510,332-8764,no,no,0,202.4,118,34.41,260.2,67,22.12,177.4,112,7.98,9.2,5,2.48,3,False,640.0,297,64.51
MD,165,415,398-4814,no,yes,39,167.4,113,28.46,172.7,94,14.68,192.6,113,8.67,9.5,4,2.57,3,False,532.7,320,51.81
ID,153,415,410-5963,no,yes,22,167.7,104,28.51,246.8,91,20.98,203.9,117,9.18,7.5,11,2.03,1,False,618.4,312,58.67
ME,41,415,399-6642,no,yes,30,191.7,109,32.59,193.0,86,16.41,149.4,93,6.72,11.1,4,3.0,1,False,534.1,288,55.72
SD,108,415,390-9986,no,no,0,240.2,78,40.83,230.3,109,19.58,217.0,83,9.76,5.2,1,1.4,2,False,687.5,270,70.17
NY,104,415,391-1793,no,yes,26,189.1,112,32.15,178.2,97,15.15,199.3,104,8.97,11.1,4,3.0,1,False,566.5999999999999,313,56.269999999999996
DE,115,408,352-5542,no,no,0,127.7,67,21.71,182.9,90,15.55,172.9,92,7.78,10.6,7,2.86,1,False,483.5,249,45.040000000000006
OK,87,415,386-8118,no,no,0,205.2,106,34.88,99.5,122,8.46,189.5,75,8.53,13.4,3,3.62,1,False,494.2,303,51.870000000000005
SC,159,415,394-9825,no,yes,23,153.6,93,26.11,216.9,88,18.44,161.3,91,7.26,12.6,3,3.4,2,False,531.8,272,51.809999999999995
IN,119,510,382-4952,no,no,0,154.5,129,26.27,193.6,87,16.46,180.9,145,8.14,13.4,3,3.62,2,False,529.0,361,50.870000000000005
NV,69,415,387-2698,no,no,0,153.7,109,26.13,194.0,105,16.49,256.1,114,11.52,14.1,6,3.81,1,False,603.8,328,54.14
IL,87,408,417-1360,yes,yes,36,171.2,138,29.1,185.8,102,15.79,227.6,97,10.24,10.8,3,2.92,1,False,584.6,337,55.13
SD,93,510,408-4836,no,no,0,328.1,106,55.78,151.7,89,12.89,303.5,114,13.66,8.7,3,2.35,1,True,783.3,309,82.33
OK,154,415,374-8329,yes,no,0,145.9,69,24.8,208.2,141,17.7,180.9,106,8.14,14.4,10,3.89,0,True,535.0,316,50.64
KS,57,415,363-8424,no,yes,37,201.2,76,34.2,280.1,122,23.81,154.2,110,6.94,11.8,1,3.19,1,False,635.5,308,64.95
IA,130,510,408-8910,no,no,0,139.1,72,23.65,246.0,112,20.91,207.2,121,9.32,11.4,9,3.08,5,False,592.3,305,53.88
NJ,151,415,399-3840,no,no,0,118.9,128,20.21,278.3,65,23.66,194.8,61,8.77,13.2,10,3.56,2,False,592.0,254,52.64
NJ,162,408,367-8692,no,no,0,217.6,87,36.99,279.0,71,23.72,250.7,65,11.28,10.4,4,2.81,2,True,747.3,223,71.99
MT,60,415,387-4504,no,no,0,145.0,133,24.65,209.1,92,17.77,328.5,112,14.78,14.6,2,3.94,1,False,682.6,337,57.2
IA,81,510,328-2647,no,no,0,203.5,89,34.6,289.6,69,24.62,212.9,71,9.58,8.7,3,2.35,3,False,706.0,229,68.8
WA,132,415,369-7903,no,no,0,240.1,115,40.82,180.4,91,15.33,133.4,122,6.0,8.0,6,2.16,3,False,553.9,328,62.15
NE,86,408,399-6852,no,no,0,83.8,121,14.25,240.2,96,20.42,158.6,108,7.14,6.7,8,1.81,1,False,482.6,325,41.81
TX,136,408,335-4888,no,no,0,269.8,106,45.87,228.8,101,19.45,257.5,106,11.59,10.1,8,2.73,1,True,756.1,313,76.91
MS,121,415,344-2260,no,yes,21,126.3,84,21.47,209.6,102,17.82,192.5,129,8.66,10.6,2,2.86,1,False,528.4,315,47.95
IA,105,510,349-4070,no,yes,15,88.1,125,14.98,175.9,142,14.95,269.9,85,12.15,9.7,1,2.62,2,False,533.9,352,42.08
WI,105,415,394-6505,no,yes,34,218.5,61,37.15,196.7,74,16.72,151.1,103,6.8,9.9,4,2.67,2,False,566.3,238,60.669999999999995
MT,51,415,419-3612,no,yes,26,236.8,61,40.26,263.4,97,22.39,181.1,91,8.15,11.2,8,3.02,1,False,681.3,249,70.8
GA,64,408,356-1952,no,no,0,124.1,117,21.1,192.8,108,16.39,162.9,84,7.33,6.4,5,1.73,3,False,479.79999999999995,309,44.82
MT,80,510,416-7866,yes,yes,30,184.2,132,31.31,167.5,109,14.24,212.8,114,9.58,10.0,10,2.7,0,False,564.5,355,55.129999999999995
ND,56,415,398-1759,no,no,0,222.7,133,37.86,277.0,89,23.55,101.8,94,4.58,13.6,4,3.67,4,False,601.5,316,65.99
VT,120,415,338-9950,no,no,0,149.2,98,25.36,193.6,88,16.46,248.9,119,11.2,11.1,5,3.0,1,False,591.6999999999999,305,53.019999999999996
SD,103,510,412-7278,no,no,0,206.5,125,35.11,180.2,113,15.32,220.6,95,9.93,12.2,4,3.29,3,False,607.3,333,60.36
OH,164,510,347-1263,no,yes,27,159.7,102,27.15,168.8,113,14.35,244.1,127,10.98,9.6,9,2.59,3,False,572.6,342,52.480000000000004
OH,116,415,386-5684,no,yes,27,204.7,118,34.8,209.4,91,17.8,212.9,67,9.58,7.0,2,1.89,2,False,627.0,276,62.17999999999999
MT,121,408,334-4354,no,no,0,213.2,79,36.24,120.7,116,10.26,244.4,102,11.0,7.5,4,2.03,1,False,578.3,297,57.5
IL,55,415,398-5970,yes,no,0,269.6,121,45.83,171.7,91,14.59,219.0,98,9.86,8.2,6,2.21,1,False,660.3,310,70.28
NV,183,415,330-3429,no,no,0,116.7,92,19.84,213.8,112,18.17,214.3,112,9.64,9.7,6,2.62,2,False,544.8,316,47.650000000000006
UT,104,408,418-4637,no,no,0,263.4,101,44.78,235.5,117,20.02,102.0,146,4.59,13.0,4,3.51,0,False,600.9,364,69.39
NH,90,408,393-7322,no,no,0,140.2,97,23.83,213.9,102,18.18,120.0,126,5.4,7.1,2,1.92,1,False,474.1,325,47.41
LA,82,415,353-5557,no,no,0,197.7,101,33.61,127.6,83,10.85,142.1,103,6.39,13.5,3,3.65,1,False,467.4,287,50.85
VT,101,415,411-5334,no,no,0,136.2,92,23.15,220.9,110,18.78,196.9,116,8.86,13.3,7,3.59,3,False,554.0,318,50.79
NY,9,415,398-8588,no,yes,16,88.5,87,15.05,178.8,108,15.2,228.7,96,10.29,11.5,3,3.11,2,False,496.0,291,40.54
CT,97,415,374-7285,no,no,0,215.3,58,36.6,242.4,91,20.6,279.8,105,12.59,12.1,9,3.27,0,False,737.5,254,69.79
KS,94,408,379-7215,no,no,0,269.2,104,45.76,193.8,144,16.47,257.6,61,11.59,8.9,2,2.4,3,True,720.6,309,73.82
MI,127,510,357-7875,no,yes,25,203.8,118,34.65,267.1,48,22.7,225.1,105,10.13,7.3,5,1.97,0,False,696.0,271,67.47999999999999
SD,125,510,393-9677,no,yes,34,268.4,112,45.63,222.2,108,18.89,117.6,102,5.29,10.3,3,2.78,0,False,608.1999999999999,322,69.81000000000002
ME,140,415,345-9598,no,no,0,159.1,104,27.05,269.8,106,22.93,220.4,116,9.92,10.3,4,2.78,1,False,649.3,326,59.900000000000006
MD,90,415,353-3203,no,no,0,114.4,122,19.45,127.7,154,10.85,253.1,109,11.39,10.1,5,2.73,2,False,495.20000000000005,385,41.69
VA,67,415,330-7486,no,no,0,138.9,65,23.61,208.9,109,17.76,232.4,82,10.46,9.2,3,2.48,2,False,580.2,256,51.830000000000005
NJ,113,415,397-6425,no,no,0,186.0,55,31.62,237.4,105,20.18,148.1,83,6.66,12.2,6,3.29,1,False,571.5,243,58.459999999999994
TN,121,510,338-1815,no,yes,26,170.4,91,28.97,254.5,90,21.63,219.6,122,9.88,15.1,5,4.08,0,False,644.5,303,60.48
DC,93,408,406-5023,no,no,0,164.5,95,27.97,230.9,87,19.63,149.9,91,6.75,9.9,3,2.67,4,False,545.3,273,54.349999999999994
DC,121,408,368-2458,no,no,0,168.6,121,28.66,168.6,94,14.33,95.3,59,4.29,12.3,4,3.32,1,False,432.5,274,47.28
OR,53,408,400-8375,no,no,0,261.2,119,44.4,250.8,105,21.32,176.0,112,7.92,9.8,2,2.65,0,True,688.0,336,73.64
RI,75,415,387-8201,no,no,0,190.5,91,32.39,178.4,75,15.16,162.4,113,7.31,13.1,5,3.54,1,False,531.3,279,54.86
AK,132,510,346-4360,no,no,0,181.1,121,30.79,314.4,109,26.72,246.7,81,11.1,4.2,9,1.13,2,False,742.2,311,68.61
WI,162,408,412-8811,no,no,0,177.1,131,30.11,114.7,122,9.75,153.6,88,6.91,6.5,6,1.76,3,False,445.4,341,46.769999999999996
IN,140,415,413-3990,no,no,0,160.5,114,27.29,240.5,103,20.44,233.5,121,10.51,11.3,4,3.05,1,False,634.5,338,58.24
MI,91,408,345-2448,no,no,0,134.7,116,22.9,295.3,98,25.1,195.5,121,8.8,6.6,5,1.78,2,False,625.5,335,56.8
ID,73,510,394-4512,no,yes,28,198.2,107,33.69,139.1,123,11.82,199.1,139,8.96,8.8,1,2.38,2,False,536.4,369,54.47
NH,95,408,400-8538,yes,no,0,228.9,134,38.91,255.7,71,21.73,208.0,120,9.36,10.1,2,2.73,4,True,692.6,325,70.0
MN,145,408,412-8769,no,no,0,241.7,137,41.09,135.8,100,11.54,277.6,123,12.49,13.1,3,3.54,0,False,655.1,360,65.12
AZ,100,415,390-1552,no,no,0,131.1,108,22.29,176.2,81,14.98,89.7,81,4.04,4.3,4,1.16,1,False,396.99999999999994,270,41.309999999999995
MN,122,415,389-2477,no,no,0,234.1,101,39.8,200.2,121,17.02,237.4,89,10.68,13.1,9,3.54,2,False,671.6999999999999,311,67.5
MO,109,415,389-4695,no,no,0,200.1,72,34.02,300.9,120,25.58,236.0,68,10.62,11.9,5,3.21,0,False,737.0,260,70.22
AL,82,408,406-8037,no,no,0,154.0,107,26.18,94.4,114,8.02,287.6,95,12.94,10.1,7,2.73,1,False,536.0,316,47.14
PA,65,415,382-9138,no,yes,23,224.2,106,38.11,189.6,100,16.12,222.8,75,10.03,9.8,4,2.65,0,False,636.5999999999999,281,64.26
AK,52,510,414-7942,no,no,0,148.3,83,25.21,181.6,79,15.44,155.6,104,7.0,8.3,6,2.24,3,False,485.5,266,47.65
MS,136,415,348-7071,no,yes,24,174.6,76,29.68,176.6,114,15.01,214.4,91,9.65,8.8,5,2.38,2,False,565.6,281,54.339999999999996
IA,75,415,404-2942,no,no,0,138.5,110,23.55,153.2,86,13.02,215.6,103,9.7,11.1,7,3.0,1,False,507.29999999999995,299,46.269999999999996
WY,146,408,348-3581,no,no,0,109.0,69,18.53,265.8,98,22.59,228.3,80,10.27,12.6,2,3.4,1,False,603.1,247,51.39
NE,105,408,327-6764,no,no,0,162.3,99,27.59,212.5,95,18.06,214.7,114,9.66,11.1,8,3.0,4,False,589.5,308,55.31
ND,48,415,405-2831,no,no,0,210.8,84,35.84,189.6,98,16.12,157.6,99,7.09,16.4,3,4.43,2,False,558.0,281,59.05000000000001
CT,45,415,416-4351,no,no,0,142.4,107,24.21,318.7,78,27.09,224.1,108,10.08,11.1,7,3.0,1,False,685.2,293,61.379999999999995
NC,106,415,419-3196,no,yes,37,223.5,104,38.0,235.1,99,19.98,140.1,90,6.3,10.6,5,2.86,2,False,598.7,293,64.28
CT,33,510,411-6211,no,no,0,182.5,65,31.03,232.1,96,19.73,149.2,82,6.71,7.5,2,2.03,2,False,563.8,243,57.470000000000006
ND,68,408,391-8369,no,no,0,219.6,97,37.33,141.1,144,11.99,205.7,101,9.26,10.8,4,2.92,2,False,566.4,342,58.58
WA,106,408,416-4464,no,no,0,193.6,66,32.91,238.2,82,20.25,176.4,107,7.94,12.9,3,3.48,0,False,608.1999999999999,255,61.099999999999994
NV,141,415,347-1814,no,no,0,192.4,111,32.71,156.9,87,13.34,175.8,82,7.91,11.0,6,2.97,0,False,525.1,280,53.959999999999994
CO,98,408,386-7337,no,no,0,236.2,122,40.15,189.4,110,16.1,153.6,104,6.91,13.3,4,3.59,0,False,579.2,336,63.16
KS,94,510,375-8505,no,yes,28,233.2,88,39.64,113.3,102,9.63,118.0,71,5.31,16.1,4,4.35,0,False,464.5,261,54.580000000000005
CO,65,510,407-5056,no,no,0,158.8,53,27.0,188.5,132,16.02,189.3,87,8.52,9.8,4,2.65,2,False,536.6,272,51.53999999999999
MO,85,415,367-8924,no,no,0,126.1,112,21.44,274.7,126,23.35,184.4,95,8.3,9.8,4,2.65,1,False,585.1999999999999,333,53.09
MA,71,510,419-5171,no,no,0,290.4,108,49.37,253.9,92,21.58,263.3,126,11.85,10.1,5,2.73,3,True,807.5999999999999,326,82.79999999999998
NY,112,408,396-7687,no,yes,30,60.6,113,10.3,165.9,96,14.1,132.8,99,5.98,13.3,7,3.59,0,False,359.3,308,30.38
AK,110,415,394-4548,no,no,0,148.4,95,25.23,193.8,98,16.47,206.0,106,9.27,6.9,6,1.86,0,False,548.2,299,50.97
WI,111,415,382-6438,no,no,0,246.5,108,41.91,216.3,89,18.39,179.6,99,8.08,12.7,3,3.43,2,False,642.4,296,68.38
NH,74,408,413-2194,no,no,0,298.1,112,50.68,201.3,100,17.11,214.7,88,9.66,9.7,4,2.62,2,True,714.1,300,77.44999999999999
TN,105,510,366-2622,no,no,0,119.3,82,20.28,185.1,111,15.73,157.0,74,7.07,10.9,4,2.94,2,False,461.4,267,43.080000000000005
NY,40,408,416-7591,no,no,0,242.5,82,41.23,232.9,97,19.8,154.0,86,6.93,9.6,7,2.59,0,False,629.4,265,67.96000000000001
GA,128,408,355-2634,yes,yes,18,222.1,89,37.76,160.6,109,13.65,218.8,102,9.85,13.6,2,3.67,0,True,601.5,300,61.26
MN,123,408,422-5350,no,no,0,236.2,135,40.15,273.9,88,23.28,227.0,77,10.22,10.1,6,2.73,2,True,737.0999999999999,300,73.65
MI,122,510,329-2388,no,no,0,144.2,87,24.51,212.2,74,18.04,169.3,87,7.62,9.5,4,2.57,0,False,525.7,248,50.169999999999995
ID,114,408,381-5273,no,yes,19,154.6,100,26.28,241.6,109,20.54,160.0,112,7.2,12.6,1,3.4,3,False,556.2,321,54.02
CT,102,415,421-6694,no,yes,25,137.4,100,23.36,176.7,83,15.02,188.2,93,8.47,10.2,6,2.75,2,False,502.3,276,46.849999999999994
NC,126,415,342-1702,no,no,0,103.7,93,17.63,127.0,107,10.8,329.3,66,14.82,14.4,1,3.89,0,False,560.0,266,43.25
LA,150,415,381-4029,no,no,0,136.6,112,23.22,209.4,81,17.8,161.1,78,7.25,12.2,2,3.29,4,True,507.1,271,48.269999999999996
NJ,60,408,335-2967,no,no,0,289.8,101,49.27,255.6,115,21.73,242.8,76,10.93,11.7,4,3.16,2,True,788.2,292,81.93
TX,123,408,416-6594,no,no,0,260.9,85,44.35,168.5,103,14.32,178.3,91,8.02,13.3,5,3.59,3,False,607.7,279,66.69
CA,138,510,388-6026,yes,no,0,196.2,129,33.35,176.5,86,15.0,232.4,108,10.46,15.2,1,4.1,0,True,605.1,323,58.81
MD,29,510,367-1024,no,no,0,195.6,71,33.25,126.4,74,10.74,148.6,87,6.69,14.2,4,3.83,1,False,470.6,232,50.68
WY,111,415,386-7118,no,no,0,222.2,96,37.77,162.5,111,13.81,184.9,120,8.32,11.9,7,3.21,4,False,569.6,327,59.900000000000006
TX,37,510,346-2020,yes,no,0,172.9,119,29.39,183.0,86,15.56,226.4,100,10.19,9.8,1,2.65,0,True,582.3,305,55.14
CA,111,408,329-9067,no,no,0,249.8,109,42.47,242.4,106,20.6,231.8,78,10.43,11.6,4,3.13,0,True,724.0,293,73.5
UT,81,510,329-6144,no,no,0,154.5,84,26.27,216.2,91,18.38,229.8,82,10.34,13.7,3,3.7,1,False,600.5,257,54.989999999999995
WA,46,510,332-1502,no,no,0,90.4,108,15.37,276.2,77,23.48,146.5,111,6.59,12.7,2,3.43,1,False,513.1,296,45.44
MS,69,510,342-8320,no,yes,27,268.8,78,45.7,246.6,89,20.96,271.9,102,12.24,16.4,3,4.43,0,False,787.3,269,78.89999999999999
OH,125,408,411-5748,no,no,0,106.1,95,18.04,157.6,113,13.4,192.5,69,8.66,8.1,3,2.19,1,False,456.2,277,40.099999999999994
KS,43,415,381-9367,no,no,0,27.0,117,4.59,160.9,97,13.68,279.5,96,12.58,10.7,3,2.89,3,False,467.4,310,30.85
RI,127,415,400-1280,no,yes,27,140.1,59,23.82,223.4,111,18.99,257.9,73,11.61,3.8,10,1.03,1,False,621.4,243,54.42
IN,94,510,360-5794,no,no,0,245.0,112,41.65,180.4,91,15.33,262.9,105,11.83,9.7,6,2.62,1,False,688.3,308,68.81
VT,46,408,373-3538,no,no,0,196.7,85,33.44,205.9,74,17.5,216.6,112,9.75,11.2,5,3.02,3,False,619.2,271,60.69
MT,73,408,394-9942,no,yes,26,131.2,98,22.3,106.5,97,9.05,221.7,96,9.98,10.2,6,2.75,2,False,459.4,291,41.33
CT,146,408,380-3329,no,yes,23,149.6,96,25.43,239.8,124,20.38,293.5,135,13.21,7.4,4,2.0,2,False,682.9,355,59.02
NM,93,415,334-7618,no,no,0,239.8,70,40.77,251.8,99,21.4,168.6,112,7.59,10.9,10,2.94,1,False,660.2,281,69.76
OH,52,408,327-9289,no,yes,31,142.1,77,24.16,193.0,97,16.41,253.4,88,11.4,11.0,4,2.97,1,False,588.5,262,51.97
GA,202,510,351-2589,no,no,0,115.4,137,19.62,178.7,70,15.19,185.7,113,8.36,6.0,3,1.62,3,False,479.8,320,43.17
MN,129,510,368-6892,no,yes,31,193.0,99,32.81,224.8,87,19.11,197.6,91,8.89,10.3,8,2.78,2,False,615.4,277,60.81
CT,94,415,337-9303,no,no,0,206.1,49,35.04,224.6,115,19.09,256.7,74,11.55,13.0,1,3.51,1,False,687.4,238,65.67999999999999
AL,100,415,377-5258,no,no,0,160.3,138,27.25,221.3,92,18.81,150.4,120,6.77,11.2,2,3.02,0,False,532.0,350,52.83
WV,43,415,348-5767,no,no,0,199.9,108,33.98,288.4,80,24.51,180.6,103,8.13,11.3,7,3.05,1,False,668.9,291,66.61999999999999
NH,130,415,373-3549,no,no,0,213.1,105,36.23,206.2,108,17.53,163.4,93,7.35,8.9,3,2.4,0,False,582.6999999999999,306,61.11
WY,124,415,422-8344,no,no,0,178.3,102,30.31,235.0,120,19.98,239.7,119,10.79,10.9,1,2.94,3,False,653.0,341,61.08
VA,92,510,411-2958,yes,no,0,252.3,120,42.89,207.0,112,17.6,284.6,95,12.81,12.0,5,3.24,3,True,743.9000000000001,327,73.3
VT,48,415,384-2908,no,no,0,197.7,64,33.61,136.7,126,11.62,244.4,81,11.0,13.2,5,3.56,4,False,578.8,271,56.23
OH,98,510,347-6393,no,yes,29,111.1,105,18.89,217.9,101,18.52,248.1,108,11.16,6.6,3,1.78,2,False,577.1,314,48.56999999999999
MT,100,415,385-7148,no,no,0,96.5,86,16.41,210.2,133,17.87,146.4,106,6.59,12.5,3,3.38,1,True,453.1,325,40.870000000000005
MA,79,415,419-2767,no,no,0,156.9,109,26.67,122.2,87,10.39,189.1,103,8.51,11.3,5,3.05,3,False,468.20000000000005,299,45.57
VA,164,415,375-1746,no,no,0,123.3,78,20.96,170.0,85,14.45,165.9,78,7.47,12.7,2,3.43,1,False,459.20000000000005,241,42.879999999999995
NM,105,415,362-7870,no,no,0,193.7,108,32.93,183.2,124,15.57,293.7,72,13.22,10.8,5,2.92,1,False,670.5999999999999,304,61.72
AR,89,408,410-3725,yes,no,0,206.9,134,35.17,167.7,105,14.25,155.7,86,7.01,10.9,4,2.94,0,False,530.3,325,56.43
NE,126,415,387-1535,no,no,0,249.8,96,42.47,261.9,92,22.26,166.8,108,7.51,12.7,4,3.43,3,True,678.5,296,72.24000000000001
WY,96,408,329-2045,no,no,0,144.0,102,24.48,224.7,73,19.1,227.7,91,10.25,10.0,7,2.7,1,False,596.4,266,53.83
IA,120,415,341-6743,no,yes,33,299.5,83,50.92,163.4,84,13.89,146.7,88,6.6,11.6,5,3.13,0,False,609.5999999999999,255,71.41
SC,212,415,336-8343,no,no,0,226.0,127,38.42,304.6,83,25.89,181.2,132,8.15,12.6,4,3.4,2,True,711.8,342,72.46000000000001
NC,72,415,368-5758,no,no,0,137.6,106,23.39,143.5,94,12.2,273.7,110,12.32,9.6,6,2.59,2,False,554.8,310,47.910000000000004
HI,155,415,346-8362,yes,yes,26,211.7,121,35.99,139.2,123,11.83,146.7,89,6.6,11.1,3,3.0,1,False,497.59999999999997,333,54.42
UT,89,415,345-9690,no,no,0,89.7,80,15.25,179.8,81,15.28,145.7,120,6.56,9.5,4,2.57,2,False,415.2,281,37.09
WY,126,408,339-9798,yes,no,0,197.6,126,33.59,246.5,112,20.95,285.3,104,12.84,12.5,8,3.38,2,False,729.4000000000001,342,67.38000000000001
AL,172,408,359-5731,no,no,0,270.0,102,45.9,256.6,111,21.81,168.5,104,7.58,12.0,5,3.24,2,True,695.1,317,75.28999999999999
VA,75,415,373-2091,no,no,0,224.7,116,38.2,192.0,79,16.32,212.2,98,9.55,11.3,11,3.05,3,False,628.9,293,64.07000000000001
WI,143,510,367-3439,no,no,0,194.3,99,33.03,123.6,133,10.51,229.5,99,10.33,10.2,2,2.75,2,False,547.4,331,53.87
FL,166,510,367-1681,yes,no,0,47.7,89,8.11,264.4,95,22.47,235.2,97,10.58,13.2,3,3.56,0,True,547.3,281,41.16
KS,132,415,420-9973,no,no,0,190.1,105,32.32,182.2,116,15.49,279.8,105,12.59,13.0,2,3.51,1,False,652.0999999999999,326,60.400000000000006
NV,94,408,351-4025,yes,no,0,89.5,94,15.22,339.9,106,28.89,172.9,76,7.78,7.9,1,2.13,1,True,602.3,276,51.89
NY,99,415,393-5897,no,no,0,182.6,83,31.04,154.5,111,13.13,196.0,57,8.82,12.1,5,3.27,0,False,533.1,251,52.99
VA,136,415,384-7216,no,yes,35,205.5,86,34.94,298.5,119,25.37,214.2,104,9.64,6.9,4,1.86,1,False,718.2,309,69.95
KS,119,415,384-4595,no,no,0,231.5,82,39.36,266.9,97,22.69,211.0,118,9.49,7.4,10,2.0,1,False,709.4,297,71.53999999999999
NC,115,510,329-9667,yes,no,0,251.3,69,42.72,252.5,96,21.46,118.3,112,5.32,9.9,1,2.67,3,True,622.1,277,69.5
MO,160,415,347-5063,no,no,0,171.2,103,29.1,243.5,121,20.7,178.2,92,8.02,13.0,3,3.51,2,False,592.9,316,57.81999999999999
ND,166,510,345-8433,no,no,0,197.9,89,33.64,251.0,113,21.34,138.3,85,6.22,11.2,2,3.02,2,False,587.2,287,61.2
CA,120,510,339-7602,no,no,0,134.8,94,22.92,204.1,106,17.35,238.4,109,10.73,6.7,8,1.81,1,False,577.3,309,51.0
WV,173,415,332-1109,no,no,0,191.4,114,32.54,168.5,138,14.32,109.3,99,4.92,10.3,3,2.78,1,False,469.2,351,51.78
IL,156,415,343-3296,no,no,0,174.5,65,29.67,197.4,116,16.78,238.5,86,10.73,10.6,2,2.86,0,False,610.4,267,57.18000000000001
NY,70,415,366-2536,no,no,0,177.4,125,30.16,226.2,104,19.23,254.1,72,11.43,10.9,4,2.94,0,False,657.7,301,60.82
NV,41,510,355-2293,no,no,0,182.1,89,30.96,211.5,104,17.98,207.4,124,9.33,6.8,1,1.84,1,False,601.0,317,58.269999999999996
AL,132,408,350-9318,no,no,0,222.4,85,37.81,165.4,76,14.06,208.4,97,9.38,11.2,4,3.02,0,False,596.2,258,61.25000000000001
KS,47,510,418-5300,yes,no,0,47.8,120,8.13,178.9,123,15.21,152.6,96,6.87,13.3,7,3.59,0,True,379.29999999999995,339,30.210000000000004
ND,160,510,395-2626,no,no,0,121.8,97,20.71,89.3,97,7.59,150.7,92,6.78,10.3,5,2.78,1,False,361.79999999999995,286,35.08
OK,180,415,402-7372,no,no,0,143.5,121,24.4,189.3,111,16.09,174.9,82,7.87,8.8,5,2.38,3,False,507.70000000000005,314,48.35999999999999
UT,93,415,337-9710,no,no,0,164.9,68,28.03,210.4,86,17.88,229.4,104,10.32,7.8,4,2.11,2,False,604.7,258,56.23
OH,109,415,363-4967,no,no,0,193.6,58,32.91,148.7,115,12.64,282.5,105,12.71,13.1,1,3.54,2,False,624.8,278,58.26
WY,80,510,400-5389,no,no,0,101.1,121,17.19,263.2,110,22.37,137.7,74,6.2,7.3,5,1.97,0,False,501.99999999999994,305,45.760000000000005
NM,54,415,416-9162,no,yes,24,92.3,88,15.69,193.1,98,16.41,99.3,119,4.47,11.6,3,3.13,2,False,384.7,305,36.57
AL,121,415,414-6541,no,no,0,168.9,128,28.71,123.9,99,10.53,266.3,105,11.98,2.9,7,0.78,2,False,559.1,332,51.22
DC,157,510,392-6647,no,yes,29,219.2,102,37.26,206.0,109,17.51,192.4,117,8.66,15.0,5,4.05,1,False,617.6,328,63.42999999999999
